codigo,producto,precio_c_iva
JSA281,Junta Chevrolet S-10 2.8 td,1643.47
JSA283,Junta VW polo 1.6 msi,1643.47
JSA285,Junta Amarok v6,2876.06
JSA286,Junta Chevrolet S-10 2.8 TD,3595.07
JSA287,Junta Peugeot Boxer 2.2 HDI,3595.07
JSA288,Junta Volkswagen Up 1.0,1711.94
JSU1,Junta Chevrolet C20 /Ac.Prens.,4648.09
JSU2,Junta Chevrolet Chevette/Ac.Prens.,3239.71
JSU3,Jta.Ch.Corsa-Monsa-Vectra/P.306/405/Ac.Prens.,3366.84
JSU4,Jta.Chrysler Neon 2.2L/2.5L c/conv./Ac.Prens.,7917.84
JSU5,Jun. Chrys. caravan/ Shadow/ Sidwa,5804.78
JSU6,Junta Daewo Espero Acero Prensado,3742.93
JSU7,Junta Deutz F3L/4/651 Ac.Prensado,7557.63
JSU8,Junta Fiat Duna/Uno/Ducato-Acero Prensado,3060.77
JSU9,Junta Ford Escort-Acero Prensado,3239.71
JSU10,Junta Ford Escort Motor Zetec-Ac.Prensado,4943.07
JSU11,Junta Ford Explorer/Ranger Ac.Prensado,4400.11
JSU12,Junta Ford Falcon Acero Prensado,3696.69
JSU13,Junta Ford Fiesta Acero Prensado,4547.36
JSU14,Junta Ford Galaxy Acero Prensado,3239.71
JSU15,Junta Ford Max Econo Acero Prensado,3696.69
JSU16,Junta Ford Mondeo Acero Prensado,6283.28
JSU17,Junta Ford F100/F150 mwn-acero,4394.83
JSU18,Junta Ford F14000 MWM Diesel-Ac.Prensado,3811.83
JSU19,Junta Ford F4000 MWM Diesel Ac.Prensado,3606.35
JSU20,Junta Jeep Cherokee-Ac.Prensado,4191.69
JSU21,Junta Peugeot 205 Acero Prensado,5300.09
JSU22,Junta Peugeot 405 SR Acero Prensado,4648.09
JSU23,Jta.Citr”en C3/Peugeot 206-Naf-Ac.Prensado,3239.71
JSU24,Junta Peugeot 306 Turbo Diesel-Ac.Prensado,4400.11
JSU25,Junta Rastrojero Acero Prensado,3239.71
JSU26,Jta.Ren.R-9/R-11/R-19/Traffic 1.6L-Ac.Prens.,4191.69
JSU27,Jta.Renault 19/Clio 1.7L/1.8L-Ac.Prens.,5300.09
JSU28,Jta.Renault Clio II-Ac.Prensado,3239.71
JSU29,Junta Renault Laguna Ac.Prensado,7637.5
JSU30,Junta Renault Megane Bic-Ac.Prensado,4191.69
JSU31,Jta.Volkswagen Transporter-Ac.Prensado,6283.28
JSU32,Junta Peugeot 405 SRI-Acero Prensado,4943.07
JSU36,Jta Volksw.Polo/Caddy Dies-Ac.Prensado,5712.66
JSU37,Jta.VW Gol/Gol Country/Saveiro/Santana-Ac.Prens.,3520.56
JSU38,Junta Chevr.Vectra/Calibra,3882.15
JSU39,Jta Chevrolet Corsa 4Cil.1.7L Dies-Ac.Prens.,2167.58
JSU40,Jta.Chevr.Corsa II/Meriva TD1.7L/N1.0L,1976.77
JSU41,Jta.Toy.Hilux Corolla/Celica/Hilux-Runner 4x2,2338.45
JSU42,Jta.Toy.Hilux 4x4 4x2/Rav4/Camry/Dyna-Ac.Prens.,2515.77
JSU43,Junta Toyota Hilux-Hilux Sw 4-Ac.Prensado,2701.01
JSU44,Jta.Toy.Corolla/Land Cruiser Prado/Rav4/Corona,2220.79
JSU45,Junta Toyota Hilux-08/Lan Cruiser-Ac.Prens.,4943.07
JSU46,Jta.Toyota Corolla/Rav 4-Acero Prensado,3827.32
JSU47,Jta.Toyota Corolla-Acero Prensado,4662.22
JSU48,Jta.Toyota Corolla-Acero Prensado,4408.27
JSU50,Jta.VW Gacel/Senda/Saveiro/Santana-Ac.Prens.,3239.71
JSU51,Jta.Honda Accord/Civic/Prelude/Cr-v/Odissey-Ac.Pre,2515.77
JSU53,Junta Renault Kwid 1.0L 12 V,3239.71
JSU55,Junta Renault Master,3650.8
JSU56,Jta.Nissan Tiida,3637.21
JSU57,Jta.Nissan Tiida,4192.88
JSU58,Jta.Perkins 4-236  4-248,2570.85
JSU59,Jta.Chery Tiggo 2.0N 16V,6283.28
JSU62,"Sal. esc. FORD RANGER (70,5mm ;89mm)",5936.47
M9006,"Silenc.Zanella Sol 70,New Fire,Sol Plus 98 y Top",45556.57
M9007,Silenciador Zanella Cargo,45556.57
M9032,Silenciador(Original)Mondial S-1,49337.94
M9033,Silenciador Mondial M1,48617.68
M9034,"Silenc.Juki Pista 70/50,Siambreta 50 Y Aurora 50",52218.99
M9035,Silenciador Mondial 100 Jet,51318.66
M9200,Silenc.Yamaha Jog 50 Mod.90-92-Addly 50 y AT 50S,52038.92
M9201,"Silenc.Yamaha Axis 90,JOG Artistic 50,JOG R y Next",51498.73
M9210,Silenciador Yamaha Mint y Razz,52399.05
M9250,Silenciador Honda Dax 70,48077.48
M9255,Silenciador Honda Elite y Tact 50,51858.86
M9256,Silenciador Honda Dio,49878.14
M9280,Silenciador Suzuki AE 50,52939.25
M9282,Silenciador Suzuki Address 60,52759.19
M9283,Silenciador Suzuki Address 100,48617.68
M9284,Silenciador Suzuki FA,45016.37
M9400,Silenciador Yamaha Kripton,52218.99
M9450,Silenciador Kawasaki Kazer 110,51858.86
M9500,Sil.Honda NF100 Wave y Guerrero G110 DL(3 rayos),48797.74
M9502,Silenciador Honda C 105 Biz,48077.48
M9600,Silenciador Guerrero G 110 DL,50058.2
M9602,Silenciador Guerrero G-100 Trip,51498.73
M9700,Silenciador Mondial LD 110,50058.2
M9800,Silenciador Motomel Eco 70,49698.07
M9900,Silenciador Gilera Smash 110,47717.35
ME9000,Silenciador Economico Zanella V2-V3,36013.1
ME9001,Silenciador Economico Zanella Due,34212.44
ME9002,Silenciador Economico Zanella Pocket,36913.42
ME9003,"Silenc.Economico Zanella DUE '91,Fire y Sol Full",34752.64
ME9004,Silenciador Economico Zanella V.R.,37093.49
ME9005,Silenc.Econ.Zanella Sol Plus y New Fire Plus 5T,35292.83
ME9030,Silenciador Economico Juki J2L,37993.82
ME9031,Silenciador Economico Juki Dribbling,37993.82
ME9050,Silenciador Economico Garelli NOI,38714.08
ME9051,Silenciador Economico Garelli Team,38714.08
ME9052,Silenciador Economico Garelli NOI '92,39254.27
ME9053,Silenciador Economico Garelli NOI Matic,38534.01
ME9070,Silenciador Economico Pumita,37993.82
ME9071,Silenciador Economico Pumita Fifty,37993.82
ME9080,Silenciador Economico Da Dalt,37813.75
ME9081,"Silenciador Da Dalt 3T-Standar R16,R12 y Ciclocarg",38353.95
ME9082,Silenciador Economico Da Dalt B/G,38353.95
ME9090,Silenciador Economico Kirdy,37273.55
ME9091,Silenciador Economico Jialing,37993.82
ME9095,Silenciador Economico Daelim,38714.08
PA100,"Porta Auxiliar S-10, Ranger y Hilux",427077.1
PA200,Porta Auxiliar VW Amarok,418388.52
PA400,Porta Auxiliar Ford Ranger (23 ->),440883.63
REPUE2,REPUESTOS CORTADORA,21417.03
S9000,"Sordina chica diam.1""1/2",10144.91
S9001,"Sordina grande diam.2""1/4",10144.91
SEU1,Sellador para Ca¤os de Escape,3800.64
SEU2,Sellador Sachet (Regidor),5523.34
SO920,Soporte Ami 8- Aro,1972.62
SO921,Soporte Fiat 1500-125-Trasero Corto,1916.26
SO922,Soporte Fiat 1500 - 125 Gancho corto,4684.8
SO923,Soporte Fiat 128 - Gancho largo,4897.75
SO924,Soporte Fiat 128 - Trasero,2661.82
SO925,Soporte Ford Falcon Corto,3875.41
SO926,Soporte Ford Falcon Largo,3875.41
SO927,Soporte Ford Taunus,1521.74
SO928,Soporte Duna - Uno Delantero y Opel - Aro,1239.93
SO929,Soporte Peugeot 404 - Carretel,5185.17
SO931,Soporte Peugeot 504 - Aro,5004.22
SO931/1,Soporte Peugeot Reforma,3381.64
SO932,Soporte Peugeot Tira Corta - 2 agujeros,3620.07
SO933,Soporte Renault 4L -R6 - R12,3620.07
SO933/1,Soporte Renault 4L-R6-R12- Reforma,3550.71
SO934,Soporte Renault R12 - Grande,4258.91
SO934/1,Soporte Renault R21 Salida Motor,4258.91
SO935,Soporte Torino IKA,4152.44
SO936,Soporte Torino TSX,9863.1
SO937,Soporte Universal p/abrazaderas,5163.94
SO938,Universal doble soporte de goma,7834.12
SO939,Soporte Pick-Up F100 - Delantero (66/82),11835.72
SO941,Soporte Pick-Up F100 Delantero (82/86),12399.33
SO942,Soporte Pick-Up F100 - Trasero (66/82),12399.33
SO943,Soporte Pick-Up F100 - Trasero (82/87),16175.49
SO944,Soporte R18 Delantero y Trafic Trasero,1690.82
SO945,Soporte R18 Trasero y Trafic Delantero,1409.02
SO946,Soporte Dodge Tira 3 Agujeros,1803.54
SO947,Soporte Duna - Uno - Trasero y Regatta inter.,1747.18
SO948,Soporte Dodge Reforma,1972.62
SO950,Soporte Citr”en Visa,1690.82
SO951,Tira de goma 50 cm de largo,5128.81
SO955,Soporte Ford Sierra,3300.65
SO956,Soporte Aro Gacel,1239.93
SO957,Soporte Chapa Salida R12,1578.1
SO964,Soporte Chapa Caja 505 c/porta resorte,13309.09
SO965,Soporte R11 Delantero y R21 Intermedio,1521.74
SO966,Soporte Regatta-R11-R21 tras. y Duna-Uno inter.,1521.74
SO970,Mensula Fiat 125,17753.59
SO971,Soporte Aro Fiat 147,1296.29
SO972,Soporte Fiat 147 Ganchos,2768.29
SO973,"Regat¢n p/jaula antivuelco 2 1/2""",1465.38
SO975,Soporte Chapa Block - F100,4959.73
SO976,Soporte Pick-Up F100 - Trasero (88/92),16175.49
SO978,"Regat¢n p/jaula antivuelco 3""",1465.38
SO979,Mensula Fiat 147,11441.2
SO981,Soporte R19,1127.21
SO982,Soporte R12 Reforma (3 piezas),1409.02
SO983,Soporte Universal Doble,9263.13
SO984,Soporte para Cami¢n c/tornillo - 40mm,12989.67
SO985,Soporte Clio y Twingo,1661.18
SO987,Soporte Gol Nuevo y Pointer,3087.71
SO988,Soporte Ford Escort - Orion,6875.99
SO989,Soporte F100 - Intermedio (93/96),13019.3
SO991,Soporte Ford Transit,1747.18
SO992,Soporte Pick-Up F100 - Trasero (98),5917.86
SO993,Soporte Fiat Palio Delantero y Tras. Siena tras.,1296.29
SO996,Soporte 405 Intermedio y Trasero,3194.18
SO997,Soporte Renault Express y Fiorino,1690.82
SO998,Soporte Ford Ka,1465.38
SO1000,Soporte Peugeot 306 Delantero,1352.65
SO1001,Soporte Peugeot 306 Trasero,1465.38
SO1003,Soporte R12 Caja,3325.28
SO1004,Soporte Renault Megane,2161
SO1005,Soporte Polo - Golf Trasero,6481.47
SO1006,Soporte Gol Nuevo - Seat,1972.62
SO1007,Soporte Ford Escort Zetec delant. y tras.,1352.65
SO1009,Soporte Ford Fiesta tras. Eco Sport,1690.82
SO1010,Soporte Corsa - Blazer,1859.9
SO1011,Soporte para Cami¢n c/tornillo - 60mm.,14054.4
SO1012,Soporte para Cami¢n c/tornillo 75mm.,14693.24
SO1013,Soporte de Goma Ford Focus,1972.62
SO1014,Soporte de goma Ford Ranger,2085.34
SU100,Supresor error catalizador curvo,11779.35
SU101,Supresor error catalizador recto,11215.75
SU102,Supresor error catalizador curvo c/rosca macho,18091.74
SU103,Supresor error catalizador recto c/rosca macho,17302.69
TB940,Tuerca bronce p/Múltipl. Rastrojero,2141.7
TB941,Tuerca bronce p/Múltipl. Peugeot,2141.7
TB942,Tuerca bronce p/Múltipl. F 100 - Falcon,2141.7
TB943,Tuerca bronce p/Múltipl. F100 - Torino 7 banc.,2141.7
TB944,Tuerca bronce p/Múltipl. Chevrolet,1972.62
TB945,Tuerca bronce p/Múltipl. Torino - Dodge,1972.62
TB946,Tuerca bronce p/Múltipl. R12 - Fiat,1578.1
TB947,Tuerca bronce p/Múltipl. Toyota,2367.15
TB948,Tuerca bronce p/Múltipl. Taunus,3156.19
